TAZ,atwork
1,253.416
2,322.892
3,71.228
4,435.268
5,5774.97
6,462.90000000000003
7,328.55400000000003
8,483.404
9,1153.54
10,519.756
11,2890.592
12,1407.196
13,769.024
14,126.576
15,133.634
16,331.634
17,319.74999999999994
18,492.048
19,1370.166
20,493.61400000000003
21,717.686
22,438.922
23,178.508
24,604.148
25,296.24
26,167.88
27,294.674
28,120.81
29,37.966
30,157.206
31,229.796
32,766.72
33,172.32999999999998
34,175.356
35,25.482
36,642.962
37,168.68
38,120.706
39,76.152
40,93.1
41,1986.844
42,101.782
43,378.41
44,269.73199999999997
45,414.07
46,149.906
47,1177.578
48,118.212
49,78.984
50,386.438
51,250.87800000000001
52,209.574
53,462.28000000000003
54,158.362
55,47.004000000000005
56,560.892
57,16.254
58,70.67399999999999
59,100.016
60,8.870000000000001
61,30.966
62,147.808
63,52.902
64,67.29
65,269.752
66,307.22999999999996
67,262.166
68,43.778
69,1878.5320000000002
70,688.848
71,864.184
72,140.586
73,528.746
74,616.316
75,717.18
76,213.636
77,639.244
78,29.864
79,1418.328
80,19.19
81,151.178
82,689.7620000000001
83,79.292
84,61.646
85,209.62199999999999
86,79.12
87,422.942
88,570.744
89,133.774
90,2299.2000000000003
91,42.217999999999996
92,15.708000000000002
93,13.096
94,212.334
95,15.126000000000001
96,13.128
97,143.458
98,82.128
99,76.7
100,401.434
101,411.43199999999996
102,232.648
103,111.714
104,200.922
105,159.542
106,2820.064
107,1796.872
108,206.304
109,702.126
110,59.39
111,176.008
112,84.578
113,41.382000000000005
114,263.462
115,41.834
116,357.41799999999995
117,43.674
118,13.902000000000001
119,96.844
120,90.67
121,131.234
122,48.577999999999996
123,336.5
124,62.972
125,6.968
126,3.612
127,98.772
128,42.385999999999996
129,8.128
130,165.718
131,54.55
132,116.06
133,355.494
134,174.55599999999998
135,99.49
136,217.592
137,79.264
138,214.74599999999998
139,129.882
140,4.322
141,69.874
142,594.568
143,58.874
144,24.252000000000002
145,32.742000000000004
146,0.0
147,71.096
148,38.03
149,23.932000000000002
150,191.816
151,6.354
152,27.125999999999998
153,6.452
154,44.282
155,18.288
156,0.0
157,9.032
158,0.0
159,10.936
160,4.902
161,3.87
162,55.808
163,27.026
164,238.406
165,156.394
166,42.768
167,90.036
168,61.54600000000001
169,155.92000000000002
170,212.794
171,98.422
172,133.39000000000001
173,23.518
174,47.086
175,125.64200000000001
176,161.552
177,290.62
178,59.768
179,15.45
180,60.164
181,19.644
182,44.678000000000004
183,162.51
184,172.01
185,294.616
186,226.55800000000002
187,227.5
188,1828.1000000000001
189,6.29
190,132.612
191,24.352
192,657.794
193,245.66400000000002
194,840.9200000000001
195,11.062000000000001
196,49.646
197,131.43
198,178.03
199,1088.5079999999998
200,2358.146
201,300.592
202,110.51
203,423.53400000000005
204,113.0
205,15.580000000000002
206,0.516
207,109.994
208,417.98199999999997
209,24.22
210,158.594
211,448.51399999999995
212,1955.0859999999998
213,248.744
214,65.092
215,98.166
216,1302.152
217,53.222
218,398.814
219,147.70999999999998
220,30.736
221,28.002
222,99.536
223,78.408
224,276.43399999999997
225,115.99600000000001
226,147.674
227,23.19
228,2.838
229,93.558
230,367.716
231,28.478
232,44.378
233,114.646
234,1716.924
235,282.256
236,104.092
237,387.002
238,58.647999999999996
239,355.402
240,478.65999999999997
241,34.8
242,10.32
243,18.772
244,326.626
245,31.93
246,1098.846
247,8.772
248,710.5400000000001
249,469.92
250,252.06
251,867.43
252,75.82000000000001
253,5.226
254,35.542
255,163.322
256,61.826
257,1031.982
258,155.418
259,184.374
260,289.614
261,25.352
262,80.38199999999999
263,13.836
264,103.45400000000001
265,482.89000000000004
266,1551.6979999999999
267,46.892
268,30.608
269,28.736
270,69.744
271,14.936
272,14.964
273,3.096
274,202.10399999999998
275,132.226
276,23.518
277,44.996
278,477.28799999999995
279,403.906
280,298.36
281,320.288
282,174.78799999999998
283,32.35
284,1876.744
285,17.352
286,381.854
287,150.904
288,124.036
289,72.84
290,0.516
291,220.91
292,35.738
293,41.026
294,68.55
295,361.10200000000003
296,373.822
297,72.254
298,257.93
299,147.70999999999998
300,88.402
301,131.662
302,12.030000000000001
303,182.06
304,33.024
305,9.030000000000001
306,14.964
307,35.088
308,30.380000000000003
309,585.066
310,1249.166
311,508.142
312,57.806
313,902.648
314,389.284
315,2291.774
316,299.236
317,189.19
318,44.153999999999996
319,14.706
320,115.534
321,47.18600000000001
322,75.576
323,454.448
324,301.79200000000003
325,150.75
326,256.466
327,182.196
328,29.194
329,471.17
330,23.128
331,97.446
332,326.606
333,428.596
334,55.186
335,341.592
336,170.582
337,247.93800000000002
338,6.45
339,71.118
340,104.316
341,1116.334
342,131.872
343,22.996000000000002
344,84.624
345,66.54
346,204.214
347,332.664
348,4.128
349,2849.3540000000003
350,8.998000000000001
351,876.468
352,11.094000000000001
353,82.522
354,167.71200000000002
355,4786.814
356,1499.562
357,39.186
358,85.31
359,36.120000000000005
360,52.864000000000004
361,207.802
362,285.49
363,98.266
364,177.856
365,284.666
366,386.25600000000003
367,197.7
368,161.358
369,81.116
370,491.472
371,157.716
372,1597.8899999999999
373,141.066
374,515.224
375,16.516
376,161.428
377,131.478
378,318.968
379,48.478
380,60.034
381,364.42600000000004
382,52.412
383,1227.734
384,73.762
385,69.79
386,13.932
387,73.164
388,326.332
389,401.646
390,27.933999999999997
391,454.074
392,57.97
393,100.512
394,180.87
395,49.604
396,159.284
397,312.734
398,182.03799999999998
399,81.284
400,16.32
401,727.246
402,28.606
403,40.548
404,39.832
405,698.186
406,250.644
407,1183.048
408,577.844
409,173.952
410,47.636
411,3.0
412,156.512
413,153.76999999999998
414,435.478
415,715.514
416,81.57600000000001
417,48.483999999999995
418,114.94399999999999
419,18.932000000000002
420,47.546
421,10.968
422,39.874
423,22.064
424,111.638
425,88.326
426,198.82
427,664.096
428,494.57
429,263.854
430,143.716
431,78.254
432,936.38
433,179.032
434,36.68
435,353.142
436,178.832
437,171.368
438,69.51
439,241.26000000000002
440,82.984
441,172.55
442,79.192
443,19.866
444,289.334
445,169.78799999999998
446,154.13799999999998
447,86.682
448,338.082
449,679.778
450,369.976
451,381.666
452,217.594
453,452.718
454,180.536
455,262.264
456,465.95
457,70.632
458,9.678
459,356.972
460,894.902
461,56.988
462,470.122
463,261.37399999999997
464,11.868
465,784.764
466,3748.728
467,767.2379999999999
468,277.488
469,226.856
470,166.068
471,758.13
472,186.798
473,48.996
474,51.932
475,977.7479999999999
476,719.728
477,132.71
478,882.614
479,108.10600000000001
480,87.6
481,115.616
482,8.45
483,196.09400000000002
484,388.938
485,821.7220000000001
486,677.072
487,199.54
488,53.988
489,80.498
490,508.358
491,240.008
492,189.62
493,57.96
494,127.664
495,33.282000000000004
496,96.756
497,449.954
498,428.71
499,442.452
500,14.126000000000001
501,41.578
502,443.08
503,410.088
504,852.88
505,2.58
506,125.59
507,197.458
508,134.106
509,351.61
510,36.412
511,742.67
512,26.058
513,21.834
514,393.772
515,58.996
516,18.060000000000002
517,248.34
518,824.4599999999999
519,1317.078
520,202.796
521,448.568
522,123.506
523,622.4259999999999
524,14.646
525,124.668
526,140.886
527,164.90599999999998
528,187.066
529,242.26
530,943.206
531,2194.48
532,147.508
533,302.416
534,348.356
535,415.258
536,250.148
537,520.202
538,60.482
539,632.9179999999999
540,249.792
541,789.142
542,257.342
543,553.0600000000001
544,268.164
545,104.596
546,2120.422
547,254.63199999999998
548,94.932
549,422.528
550,65.44
551,134.35399999999998
552,1.516
553,45.868
554,105.926
555,165.822
556,13.614
557,1052.92
558,467.194
559,52.384
560,281.17
561,99.846
562,18.676000000000002
563,1278.412
564,551.732
565,93.526
566,65.36
567,189.614
568,62.612
569,8.256
570,153.59
571,11.482
572,53.278
573,1.548
574,22.834
575,113.384
576,63.611999999999995
577,17.544
578,118.52600000000001
579,463.38599999999997
580,66.162
581,239.74800000000002
582,425.568
583,1991.562
584,112.574
585,136.718
586,213.362
587,31.578000000000003
588,53.934
589,61.227999999999994
590,795.548
591,130.352
592,30.096
593,218.276
594,88.44800000000001
595,826.222
596,202.032
597,39.098
598,28.352
599,57.714
600,49.06
601,87.474
602,244.232
603,202.69
604,343.062
605,674.428
606,103.062
607,2346.372
608,644.596
609,123.252
610,130.882
611,229.278
612,100.542
613,142.102
614,112.152
615,54.796
616,93.14
617,158.45
618,1.032
619,41.09
620,170.99200000000002
621,323.73199999999997
622,69.184
623,23.898
624,1.806
625,195.26399999999998
626,64.438
627,278.26
628,78.694
629,54.762
630,248.67
631,94.396
632,915.08
633,101.912
634,201.582
635,92.056
636,222.32
637,13.868
638,41.606
639,197.362
640,119.426
641,49.474000000000004
642,0.516
643,26.832
644,182.11200000000002
645,99.372
646,14.190000000000001
647,4.71
648,19.576
649,224.494
650,214.352
651,119.97800000000001
652,74.44
653,306.62
654,12.578
655,76.562
656,175.222
657,378.254
658,0.774
659,117.06
660,194.66400000000002
661,1571.1860000000001
662,21.996000000000002
663,32.896
664,14.706
665,191.554
666,21.254
667,108.192
668,47.214
669,93.44800000000001
670,10.74
671,182.756
672,230.81799999999998
673,66.022
674,231.31400000000002
675,214.25
676,788.192
677,1664.35
678,21.932000000000002
679,225.17600000000002
680,606.786
681,121.632
682,105.422
683,180.07600000000002
684,283.778
685,108.366
686,249.658
687,851.39
688,173.124
689,56.903999999999996
690,202.366
691,43.086
692,214.164
693,131.224
694,29.124000000000002
695,15.126000000000001
696,102.856
697,47.668
698,155.768
699,43.774
700,625.832
701,112.648
702,421.584
703,19.61
704,186.602
705,280.342
706,2399.592
707,615.772
708,126.68
709,534.96
710,125.77199999999999
711,28.48
712,318.082
713,55.903999999999996
714,137.33
715,314.598
716,87.182
717,336.152
718,440.064
719,81.326
720,42.414
721,972.158
722,71.322
723,269.89
724,1251.5
725,79.124
726,59.513999999999996
727,35.862
728,281.752
729,455.692
730,1129.714
731,1.0
732,928.782
733,1177.572
734,139.834
735,71.376
736,2749.1679999999997
737,573.534
738,4.806
739,569.182
740,383.19599999999997
741,82.324
742,2203.068
743,332.82
744,554.7860000000001
745,9.030000000000001
746,249.464
747,12.804
748,4.386
749,78.22
750,455.85400000000004
751,2016.7440000000001
752,1041.878
753,51.96
754,135.34
755,121.03
756,345.532
757,13.225999999999999
758,30.192
759,23.254
760,83.744
761,433.992
762,28.77
763,368.23400000000004
764,400.118
765,182.49599999999998
766,49.29
767,2066.836
768,138.298
769,26.124000000000002
770,173.844
771,366.756
772,36.228
773,279.342
774,209.262
775,50.158
776,195.376
777,1699.8139999999999
778,1353.31
779,68.936
780,16.644
781,52.6
782,52.964
783,0.516
784,229.298
785,95.672
786,32.064
787,163.332
788,33.318
789,8.772
790,12.642
791,188.452
792,4.644
793,66.86800000000001
794,20.933999999999997
795,29.35
796,1614.104
797,479.98600000000005
798,25.158
799,23.514
800,188.042
801,333.724
802,27.026
803,108.49000000000001
804,90.87
805,44.256
806,506.95399999999995
807,60.326
808,1327.926
809,225.944
810,1197.3220000000001
811,445.86
812,1253.698
813,596.8820000000001
814,80.004
815,30.444000000000003
816,135.046
817,100.872
818,161.45600000000002
819,220.146
820,138.826
821,86.91
822,25.836
823,64.08800000000001
824,368.466
825,31.546
826,100.776
827,299.8
828,451.632
829,38.184
830,199.462
831,182.992
832,68.646
833,81.618
834,38.738
835,116.03
836,308.604
837,107.394
838,261.17199999999997
839,539.082
840,417.05
841,101.718
842,127.326
843,58.018
844,184.078
845,124.65
846,109.092
847,260.882
848,1175.506
849,61.896
850,10.322
851,2.064
852,54.026
853,906.0400000000001
854,91.038
855,55.314
856,243.05800000000002
857,241.966
858,465.00199999999995
859,42.002
860,243.41
861,59.374
862,1139.104
863,1134.762
864,517.508
865,37.092
866,139.578
867,67.61
868,90.142
869,149.024
870,149.028
871,713.726
872,443.76800000000003
873,1764.24
874,63.258
875,1146.516
876,0.0
877,14.804
878,113.136
879,22.872
880,13.998000000000001
881,6.902
882,60.6
883,496.36
884,67.404
885,107.734
886,113.44200000000001
887,25.092
888,22.932000000000002
889,7.354
890,75.384
891,19.968
892,47.709999999999994
893,15.194
894,135.97
895,18.066
896,335.90000000000003
897,260.344
898,48.218
899,31.672
900,160.196
901,2.032
902,58.876000000000005
903,24.128
904,26.932000000000002
905,15.774
906,252.636
907,114.498
908,60.226
909,27.226
910,157.638
911,205.696
912,6.708
913,413.986
914,16.352
915,43.764
916,483.964
917,136.664
918,80.73
919,0.0
920,34.992000000000004
921,61.024
922,75.19
923,216.82
924,111.098
925,222.472
926,792.046
927,228.24200000000002
928,34.252
929,53.15
930,193.69400000000002
931,6.612
932,1.484
933,29.128
934,126.024
935,9.58
936,2.258
937,115.004
938,14.774000000000001
939,135.254
940,80.418
941,72.176
942,289.652
943,26.64
944,138.944
945,406.998
946,458.048
947,977.476
948,105.416
949,141.96
950,130.962
951,158.934
952,373.278
953,224.952
954,765.5319999999999
955,271.106
956,192.76000000000002
957,210.27
958,10.804
959,55.196
960,189.51999999999998
961,110.878
962,29.45
963,39.286
964,79.278
965,14.097999999999999
966,75.994
967,884.0160000000001
968,641.5840000000001
969,746.6320000000001
970,261.154
971,1077.83
972,550.868
973,2460.668
974,453.482
975,72.282
976,386.33000000000004
977,829.3480000000001
978,23.066000000000003
979,1474.884
980,4.29
981,25.742
982,100.89
983,18.451999999999998
984,5.934
985,7.998
986,44.098
987,9.870000000000001
988,681.524
989,33.736000000000004
990,12.742
991,2424.554
992,9.29
993,80.9
994,27.51
995,37.64
996,90.936
997,0.742
998,321.65
999,348.164
1000,111.256
1001,38.734
1002,71.346
1003,1416.4080000000001
1004,63.614000000000004
1005,1353.698
1006,121.614
1007,11.094000000000001
1008,438.09000000000003
1009,189.644
1010,182.334
1011,778.678
1012,37.378
1013,95.774
1014,1963.428
1015,156.67
1016,176.446
1017,110.206
1018,1085.278
1019,25.26
1020,40.412
1021,193.448
1022,65.64
1023,139.61
1024,72.834
1025,104.93
1026,92.712
1027,345.784
1028,13.288
1029,38.508
1030,16.77
1031,21.77
1032,53.162
1033,166.868
1034,130.746
1035,48.862
1036,95.98400000000001
1037,44.354
1038,264.6
1039,178.48
1040,102.896
1041,569.38
1042,23.736
1043,32.446
1044,31.224
1045,7.708
1046,16.254
1047,186.326
1048,76.744
1049,331.452
1050,226.172
1051,517.07
1052,6.192
1053,42.152
1054,104.33
1055,75.868
1056,67.96000000000001
1057,40.938
1058,193.542
1059,756.202
1060,114.504
1061,184.744
1062,207.98
1063,441.732
1064,20.548
1065,393.846
1066,842.41
1067,129.102
1068,10.29
1069,1487.026
1070,22.258
1071,24.968000000000004
1072,169.214
1073,185.02999999999997
1074,986.646
1075,173.61999999999998
1076,24.318
1077,73.598
1078,43.184
1079,122.50800000000001
1080,212.262
1081,12.644
1082,96.116
1083,306.606
1084,97.088
1085,131.488
1086,166.712
1087,11.128
1088,5.418
1089,116.222
1090,23.580000000000002
1091,1109.214
1092,55.7
1093,19.866
1094,36.772
1095,114.36
1096,510.118
1097,550.276
1098,189.078
1099,102.606
1100,293.998
1101,22.222
1102,2.064
1103,264.528
1104,10.030000000000001
1105,6.708
1106,374.84599999999995
1107,61.406
1108,400.8
1109,207.336
1110,462.404
1111,82.336
1112,323.294
1113,1459.428
1114,58.324
1115,64.164
1116,85.34400000000001
1117,15.61
1118,687.836
1119,110.18799999999999
1120,123.292
1121,1677.686
1122,4105.3820000000005
1123,1151.3039999999999
1124,589.99
1125,143.816
1126,123.976
1127,379.63
1128,140.796
1129,260.476
1130,24.094
1131,89.358
1132,70.086
1133,202.46
1134,503.526
1135,74.562
1136,165.642
1137,984.328
1138,81.736
1139,85.62400000000001
1140,380.702
1141,1155.8980000000001
1142,44.958
1143,265.71
1144,372.13
1145,1902.884
1146,4044.1400000000003
1147,538.576
1148,149.998
1149,69.64
1150,553.3240000000001
1151,51.6
1152,905.356
1153,72.032
1154,319.384
1155,1.806
1156,92.83800000000001
1157,232.792
1158,419.14
1159,104.784
1160,54.868
1161,1247.904
1162,5.71
1163,3.87
1164,167.208
1165,137.358
1166,516.706
1167,101.656
1168,1658.458
1169,982.424
1170,1181.736
1171,142.456
1172,66.162
1173,11.482
1174,47.988
1175,368.52
1176,748.41
1177,296.118
1178,1612.8120000000001
1179,567.306
1180,229.70000000000002
1181,32.35
1182,209.23399999999998
1183,108.00399999999999
1184,49.484
1185,715.2959999999999
1186,767.4340000000001
1187,353.7
1188,183.444
1189,1524.81
1190,184.012
1191,258.674
1192,31.218
1193,446.536
1194,117.742
1195,141.942
1196,9.418
1197,455.058
1198,511.274
1199,484.824
1200,32.672
1201,122.896
1202,2.064
1203,115.804
1204,287.71799999999996
1205,12.384
1206,38.97
1207,5.644
1208,137.798
1209,7.838
1210,45.576
1211,375.818
1212,156.99
1213,142.426
1214,56.35
1215,163.04199999999997
1216,2.838
1217,8.16
1218,5.29
1219,49.16
1220,23.77
1221,11.868
1222,73.758
1223,55.934000000000005
1224,134.214
1225,155.52
1226,88.554
1227,46.872
1228,15.738
1229,160.83
1230,87.354
1231,118.188
1232,99.128
1233,35.804
1234,426.78200000000004
1235,37.186
1236,568.744
1237,2.838
1238,64.342
1239,3.354
1240,577.626
1241,698.324
1242,1795.41
1243,199.534
1244,63.826
1245,16.386
1246,1586.204
1247,249.08
1248,407.802
1249,363.616
1250,1285.366
1251,316.624
1252,79.032
1253,6.484
1254,1.29
1255,67.58
1256,42.709999999999994
1257,27.22
1258,14.611999999999998
1259,295.038
1260,21.162
1261,142.94400000000002
1262,117.08800000000001
1263,130.302
1264,237.27200000000002
1265,1974.7859999999998
1266,173.712
1267,151.93200000000002
1268,181.362
1269,418.134
1270,81.856
1271,89.026
1272,22.704
1273,87.228
1274,295.334
1275,105.13199999999999
1276,178.01
1277,30.936
1278,14.064
1279,620.344
1280,3007.568
1281,468.232
1282,705.3539999999999
1283,300.104
1284,525.058
1285,43.574
1286,11.45
1287,60.099999999999994
1288,498.416
1289,552.032
1290,259.836
1291,188.154
1292,249.352
1293,71.516
1294,640.266
1295,798.086
1296,66.194
1297,473.154
1298,685.1999999999999
1299,415.448
1300,39.186
1301,206.5
1302,841.1
1303,2.516
1304,185.48999999999998
1305,802.116
1306,1049.3319999999999
1307,59.153999999999996
1308,25.51
1309,98.938
1310,251.956
1311,74.212
1312,5.548
1313,285.172
1314,688.64
1315,35.616
1316,29.192
1317,256.622
1318,724.106
1319,91.806
1320,453.86600000000004
1321,28.933999999999997
1322,72.566
1323,1011.524
1324,198.43
1325,273.174
1326,24.51
1327,197.112
1328,162.898
1329,535.092
1330,254.63
1331,413.67
1332,700.082
1333,40.582
1334,21.93
1335,659.5640000000001
1336,836.496
1337,1082.23
1338,75.682
1339,282.23
1340,15.322000000000001
1341,81.982
1342,141.004
1343,40.645999999999994
1344,445.928
1345,122.62
1346,342.584
1347,54.906
1348,2296.922
1349,81.15599999999999
1350,277.24
1351,135.726
1352,6.966
1353,81.15
1354,188.03
1355,49.504000000000005
1356,148.726
1357,138.77599999999998
1358,675.164
1359,1370.506
1360,113.066
1361,1722.822
1362,221.418
1363,1122.83
1364,67.644
1365,312.698
1366,557.312
1367,57.768
1368,549.274
1369,636.138
1370,119.87599999999999
1371,73.194
1372,25.740000000000002
1373,394.014
1374,1379.106
1375,267.76800000000003
1376,458.058
1377,75.0
1378,469.772
1379,115.092
1380,1749.54
1381,427.216
1382,113.236
1383,104.846
1384,811.952
1385,18.0
1386,395.636
1387,21.902
1388,19.222
1389,83.96600000000001
1390,60.418000000000006
1391,219.06799999999998
1392,74.938
1393,62.062000000000005
1394,42.926
1395,537.252
1396,269.76
1397,236.048
1398,52.316
1399,829.226
1400,38.712
1401,414.462
1402,299.84000000000003
1403,50.936
1404,12.129999999999999
1405,1034.68
1406,200.472
1407,343.644
1408,105.398
1409,242.11599999999999
1410,291.528
1411,323.86
1412,637.918
1413,168.07
1414,104.726
1415,185.894
1416,133.138
1417,53.148
1418,89.92
1419,206.07
1420,193.446
1421,1449.588
1422,150.88
1423,93.94800000000001
1424,1056.42
1425,411.68
1426,77.646
1427,973.688
1428,1638.972
1429,729.242
1430,1178.894
1431,187.63
1432,438.37399999999997
1433,32.766
1434,141.42
1435,2.484
1436,580.252
1437,1149.224
1438,1599.6
1439,0.0
1440,399.706
1441,1042.156
1442,947.386
1443,389.742
1444,96.578
1445,81.444
1446,218.028
1447,92.542
1448,528.716
1449,19.35
1450,189.548
1451,34.32
1452,245.73
1453,40.506
1454,105.412
